name,affiliation,firstName,lastName,id,articleId,orcid,type,kwd,,pubTopics,,sponsors_name,sponsors_url
Daegun Oh, Seoul,Daegun,Oh,37404884500,6542786,,INSPEC: Controlled Indexing,cellular radio,,Computing and Processing,,,
Daegun Oh, South Korea,Daegun,Oh,37404884500,6542786,,INSPEC: Controlled Indexing,computer network reliability,,Signal Processing and Analysis,,,
Sangdeok Kim,Hanyang University,Sangdeok,Kim,37072506700,6542786,,INSPEC: Controlled Indexing,digital signatures,,"Communication, Networking and Broadcast Technologies",,,
Sangdeok Kim, Seoul,Sangdeok,Kim,37072506700,6542786,,INSPEC: Controlled Indexing,fading channels,,Computing and Processing,,,
Sangdeok Kim, South Korea,Sangdeok,Kim,37072506700,6542786,,INSPEC: Controlled Indexing,maximum likelihood estimation,,Signal Processing and Analysis,,,
Sang-Hun Yoon,Korea Electronics Technology Institute,Sang-Hun,Yoon,37422044500,6542786,,INSPEC: Controlled Indexing,OFDM modulation,,"Communication, Networking and Broadcast Technologies",,,
Sang-Hun Yoon, South Korea,Sang-Hun,Yoon,37422044500,6542786,,INSPEC: Controlled Indexing,probability,,Computing and Processing,,,
Jong-Wha Chong,Hanyang University,Jong-Wha,Chong,37265185000,6542786,,INSPEC: Controlled Indexing,radio receivers,,Signal Processing and Analysis,,,
Jong-Wha Chong, Seoul,Jong-Wha,Chong,37265185000,6542786,,INSPEC: Controlled Indexing,sequences,,"Communication, Networking and Broadcast Technologies",,,
Jong-Wha Chong, South Korea,Jong-Wha,Chong,37265185000,6542786,,INSPEC: Controlled Indexing,wireless LAN,,Computing and Processing,,,
Eonpyo Hong,Agency for Defense Development,Eonpyo,Hong,37408571800,6547813,,INSPEC: Non-Controlled Indexing,OFDM,,Signal Processing and Analysis,,,
Eonpyo Hong, Daejeon,Eonpyo,Hong,37408571800,6547813,,INSPEC: Non-Controlled Indexing,signature identification algorithm,,"Communication, Networking and Broadcast Technologies",,,
Eonpyo Hong, South Korea,Eonpyo,Hong,37408571800,6547813,,INSPEC: Non-Controlled Indexing,cell identification information,,Computing and Processing,,,
Hyunju Kim,Agency for Defense Development,Hyunju,Kim,37858618900,6547813,,INSPEC: Non-Controlled Indexing,wireless cellular system,,Signal Processing and Analysis,,,
Hyunju Kim, Daejeon,Hyunju,Kim,37858618900,6547813,,INSPEC: Non-Controlled Indexing,user identification,,"Communication, Networking and Broadcast Technologies",,,
Hyunju Kim, South Korea,Hyunju,Kim,37858618900,6547813,,INSPEC: Non-Controlled Indexing,wireless local area network,,Computing and Processing,,,
Kyeongcheol Yang,Department of Electrical Engineering,Kyeongcheol,Yang,37334970200,6547813,,INSPEC: Non-Controlled Indexing,Zadoff-Chu sequence,,Signal Processing and Analysis,,,
Kyeongcheol Yang, Pohang University of Science and Technology,Kyeongcheol,Yang,37334970200,6547813,,INSPEC: Non-Controlled Indexing,orthogonal frequency division multiplexing,,"Communication, Networking and Broadcast Technologies",,,
Kyeongcheol Yang, Pohang,Kyeongcheol,Yang,37334970200,6547813,,INSPEC: Non-Controlled Indexing,maximum likelihood identification,,Computing and Processing,,,
Kyeongcheol Yang, Gyeongsangbuk,Kyeongcheol,Yang,37334970200,6547813,,INSPEC: Non-Controlled Indexing,receiver,,Signal Processing and Analysis,,,
Kyeongcheol Yang, South Korea,Kyeongcheol,Yang,37334970200,6547813,,INSPEC: Non-Controlled Indexing,wireless channel,,"Communication, Networking and Broadcast Technologies",,,
Dongsoo Har,Cho Chun Shik Graduate School for Green Transportation,Dongsoo,Har,37282432300,6547813,,INSPEC: Non-Controlled Indexing,signature identification failure,,Computing and Processing,,,
Dongsoo Har, Korea Advanced Institute of Science and Technology,Dongsoo,Har,37282432300,6547813,,INSPEC: Non-Controlled Indexing,power delay profile,,Signal Processing and Analysis,,,
Dongsoo Har, Daejeon,Dongsoo,Har,37282432300,6547813,,INSPEC: Non-Controlled Indexing,signal to noise ratio,,"Communication, Networking and Broadcast Technologies",,,
Dongsoo Har, South Korea,Dongsoo,Har,37282432300,6547813,,INSPEC: Non-Controlled Indexing,SNR,,Computing and Processing,,,
Ralf Bendlin,Texas Instruments Inc.,Ralf,Bendlin,37393541500,6547815,,INSPEC: Non-Controlled Indexing,failure probability curve,,Signal Processing and Analysis,,,
Ralf Bendlin, Dallas,Ralf,Bendlin,37393541500,6547815,,INSPEC: Non-Controlled Indexing,frequency selective fading channel,,"Communication, Networking and Broadcast Technologies",,,
Ralf Bendlin, TX,Ralf,Bendlin,37393541500,6547815,,Author Keywords ,OFDM,,Computing and Processing,,,
Ralf Bendlin, USA,Ralf,Bendlin,37393541500,6547815,,Author Keywords ,Chu sequence,,Signal Processing and Analysis,,,
Hans H. Brunner,Institute for Circuit Theory and Signal Processing,Hans H.,Brunner,37407829800,6547815,,Author Keywords ,cell identification,,"Communication, Networking and Broadcast Technologies",,,
Hans H. Brunner, Technische Universität München,Hans H.,Brunner,37407829800,6547815,,IEEE Keywords,Sensors,,Computing and Processing,,,
Hans H. Brunner, Munich,Hans H.,Brunner,37407829800,6547815,,IEEE Keywords,Cascading style sheets,,Signal Processing and Analysis,,,
Hans H. Brunner, Germany,Hans H.,Brunner,37407829800,6547815,,IEEE Keywords,Energy consumption,,"Communication, Networking and Broadcast Technologies",,,
Michel T. Ivrlac,Institute for Circuit Theory and Signal Processing,Michel T.,Ivrlac,37393540600,6547815,,IEEE Keywords,Signal to noise ratio,,Computing and Processing,,,
Michel T. Ivrlac, Technische Universität München,Michel T.,Ivrlac,37393540600,6547815,,IEEE Keywords,Vectors,,Signal Processing and Analysis,,,
Michel T. Ivrlac, Munich,Michel T.,Ivrlac,37393540600,6547815,,IEEE Keywords,Cognitive radio,,"Communication, Networking and Broadcast Technologies",,,
Michel T. Ivrlac, Germany,Michel T.,Ivrlac,37393540600,6547815,,IEEE Keywords,Accuracy,,Computing and Processing,,,
Josef A. Nossek,Institute for Circuit Theory and Signal Processing,Josef A.,Nossek,37266609000,6547815,,INSPEC: Controlled Indexing,cognitive radio,,Signal Processing and Analysis,,,
Josef A. Nossek, Technische Universität München,Josef A.,Nossek,37266609000,6547815,,INSPEC: Controlled Indexing,computational complexity,,"Communication, Networking and Broadcast Technologies",,,
Josef A. Nossek, Munich,Josef A.,Nossek,37266609000,6547815,,INSPEC: Controlled Indexing,convex programming,,Computing and Processing,,,
Josef A. Nossek, Germany,Josef A.,Nossek,37266609000,6547815,,INSPEC: Controlled Indexing,cooperative communication,,Signal Processing and Analysis,,,
Yih-Fang Huang,Department of Electrical Engineering,Yih-Fang,Huang,37278783900,6547815,,INSPEC: Controlled Indexing,nonlinear programming,,"Communication, Networking and Broadcast Technologies",,,
Yih-Fang Huang, University of Notre Dame,Yih-Fang,Huang,37278783900,6547815,,INSPEC: Non-Controlled Indexing,energy-efficient cooperative sensing scheduling,,Computing and Processing,,,
Yih-Fang Huang, Notre Dame,Yih-Fang,Huang,37278783900,6547815,,INSPEC: Non-Controlled Indexing,multiband cognitive radio networks,,Signal Processing and Analysis,,,
Yih-Fang Huang, IN,Yih-Fang,Huang,37278783900,6547815,,INSPEC: Non-Controlled Indexing,sensing performance,,"Communication, Networking and Broadcast Technologies",,,
Yih-Fang Huang, USA,Yih-Fang,Huang,37278783900,6547815,,INSPEC: Non-Controlled Indexing,primary user channels,,Computing and Processing,,,
Yu Zhang,Department of Information Science and Electronic Engineering,Yu,Zhang,37292452900,6542778,,INSPEC: Non-Controlled Indexing,secondary users,,Signal Processing and Analysis,,,
Yu Zhang, Zhejiang University,Yu,Zhang,37292452900,6542778,,INSPEC: Non-Controlled Indexing,CSS problem,,"Communication, Networking and Broadcast Technologies",,,
Yu Zhang, Hangzhou,Yu,Zhang,37292452900,6542778,,INSPEC: Non-Controlled Indexing,NP-hard problem,,Computing and Processing,,,
Yu Zhang, China,Yu,Zhang,37292452900,6542778,,INSPEC: Non-Controlled Indexing,solid discrete-convex framework,,Signal Processing and Analysis,,,
Zhaoyang Zhang,Department of Information Science and Electronic Engineering,Zhaoyang,Zhang,37279636300,6542778,,INSPEC: Non-Controlled Indexing,nonlinear binary programming problem,,"Communication, Networking and Broadcast Technologies",,,
Zhaoyang Zhang, Zhejiang University,Zhaoyang,Zhang,37279636300,6542778,,INSPEC: Non-Controlled Indexing,PU channel,,Computing and Processing,,,
Zhaoyang Zhang, Hangzhou,Zhaoyang,Zhang,37279636300,6542778,,INSPEC: Non-Controlled Indexing,M/M^natural-convex theory,,Signal Processing and Analysis,,,
Zhaoyang Zhang, China,Zhaoyang,Zhang,37279636300,6542778,,INSPEC: Non-Controlled Indexing,L/L^natural-convex theory,,"Communication, Networking and Broadcast Technologies",,,
Rui Yin,Department of Information Science and Electronic Engineering,Rui,Yin,37407958600,6542778,,INSPEC: Non-Controlled Indexing,SU assignment scheme,,Computing and Processing,,,
Rui Yin, Zhejiang University,Rui,Yin,37407958600,6542778,,INSPEC: Non-Controlled Indexing,performance evaluation,,Signal Processing and Analysis,,,
Rui Yin, Hangzhou,Rui,Yin,37407958600,6542778,,Author Keywords ,Cognitive radio,,"Communication, Networking and Broadcast Technologies",,,
Rui Yin, China,Rui,Yin,37407958600,6542778,,Author Keywords ,cooperative sensing scheduling,,Computing and Processing,,,
Guanding Yu,Department of Information Science and Electronic Engineering,Guanding,Yu,37288513300,6542778,,Author Keywords ,nonlinear binary programming,,Signal Processing and Analysis,,,
Guanding Yu, Zhejiang University,Guanding,Yu,37288513300,6542778,,Author Keywords ,energy-efficient,,"Communication, Networking and Broadcast Technologies",,,
Guanding Yu, Hangzhou,Guanding,Yu,37288513300,6542778,,Author Keywords ,discrete-convex,,Computing and Processing,,,
Guanding Yu, China,Guanding,Yu,37288513300,6542778,,IEEE Keywords,Throughput,,Signal Processing and Analysis,,,
Wei Wang,Department of Information Science and Electronic Engineering,Wei,Wang,37538912600,6542778,,IEEE Keywords,Interference,,"Communication, Networking and Broadcast Technologies",,,
Wei Wang, Zhejiang University,Wei,Wang,37538912600,6542778,,IEEE Keywords,Measurement,,Computing and Processing,,,
Wei Wang, Hangzhou,Wei,Wang,37538912600,6542778,,IEEE Keywords,Optimized production technology,,Signal Processing and Analysis,,,
Wei Wang, China,Wei,Wang,37538912600,6542778,,IEEE Keywords,Base stations,,"Communication, Networking and Broadcast Technologies",,,
James Ho,Department of Electrical and Computer Engineering,James,Ho,37273198000,6525465,,IEEE Keywords,Load management,,Computing and Processing,,,
James Ho, University of Waterloo,James,Ho,37273198000,6525465,,IEEE Keywords,Signal to noise ratio,,Signal Processing and Analysis,,,
James Ho, Waterloo,James,Ho,37273198000,6525465,,INSPEC: Controlled Indexing,Long Term Evolution,,"Communication, Networking and Broadcast Technologies",,,
James Ho, ONT,James,Ho,37273198000,6525465,,INSPEC: Controlled Indexing,multiplexing,,Computing and Processing,,,
James Ho, Canada,James,Ho,37273198000,6525465,,INSPEC: Controlled Indexing,optimisation,,Signal Processing and Analysis,,,
Pin-Han Ho,Department of Electrical and Computer Engineering,Pin-Han,Ho,37276781000,6525465,,INSPEC: Controlled Indexing,picocellular radio,,"Communication, Networking and Broadcast Technologies",,,
Pin-Han Ho, University of Waterloo,Pin-Han,Ho,37276781000,6525465,,INSPEC: Controlled Indexing,queueing theory,,Computing and Processing,,,
Pin-Han Ho, Waterloo,Pin-Han,Ho,37276781000,6525465,,INSPEC: Controlled Indexing,radiofrequency interference,,Signal Processing and Analysis,,,
Pin-Han Ho, ONT,Pin-Han,Ho,37276781000,6525465,,INSPEC: Controlled Indexing,resource allocation,,"Communication, Networking and Broadcast Technologies",,,
Pin-Han Ho, Canada,Pin-Han,Ho,37276781000,6525465,,INSPEC: Controlled Indexing,telecommunication traffic,,Computing and Processing,,,
Albert Y.S. Lam,Department of Computer Science,Albert Y.S.,Lam,37532032300,6547817,,INSPEC: Controlled Indexing,time-domain analysis,,Signal Processing and Analysis,,,
Albert Y.S. Lam, Baptist University,Albert Y.S.,Lam,37532032300,6547817,,INSPEC: Controlled Indexing,wireless channels,,"Communication, Networking and Broadcast Technologies",,,
Albert Y.S. Lam, Hong Kong,Albert Y.S.,Lam,37532032300,6547817,,INSPEC: Non-Controlled Indexing,dynamic eICIC,,Computing and Processing,,,
Victor O.K. Li,Department of Electrical and Electronic Engineering,Victor O.K.,Li,37279302700,6547817,,INSPEC: Non-Controlled Indexing,spectral efficiency,,Signal Processing and Analysis,,,
Victor O.K. Li, The University of Hong Kong,Victor O.K.,Li,37279302700,6547817,,INSPEC: Non-Controlled Indexing,LTE cellular network,,"Communication, Networking and Broadcast Technologies",,,
Victor O.K. Li, Hong Kong,Victor O.K.,Li,37279302700,6547817,,INSPEC: Non-Controlled Indexing,leveraging user mobility,,Computing and Processing,,,
James J.Q. Yu,Department of Electrical and Electronic Engineering,James J.Q.,Yu,37714576600,6547817,,INSPEC: Non-Controlled Indexing,traffic dynamics,,Signal Processing and Analysis,,,
James J.Q. Yu, The University of Hong Kong,James J.Q.,Yu,37714576600,6547817,,INSPEC: Non-Controlled Indexing,enhanced intercell interference coordination,,"Communication, Networking and Broadcast Technologies",,,
James J.Q. Yu, Hong Kong,James J.Q.,Yu,37714576600,6547817,,INSPEC: Non-Controlled Indexing,time-domain multiplexing technique,,Computing and Processing,,,
Mohammad Robat Mili,School of Electrical and Electronic Engineering,Mohammad Robat,Mili,38246141000,6525473,,INSPEC: Non-Controlled Indexing,legacy cochannel heterogeneous network,,Signal Processing and Analysis,,,
Mohammad Robat Mili, University of Manchester,Mohammad Robat,Mili,38246141000,6525473,,INSPEC: Non-Controlled Indexing,HetNets,,"Communication, Networking and Broadcast Technologies",,,
Mohammad Robat Mili, Manchester,Mohammad Robat,Mili,38246141000,6525473,,INSPEC: Non-Controlled Indexing,user traffic distribution,,Computing and Processing,,,
Mohammad Robat Mili, UK,Mohammad Robat,Mili,38246141000,6525473,,INSPEC: Non-Controlled Indexing,macropicocell,,Signal Processing and Analysis,,,
Khairi Ashour Hamdi,School of Electrical and Electronic Engineering,Khairi Ashour,Hamdi,37297892800,6525473,,INSPEC: Non-Controlled Indexing,load balancing,,"Communication, Networking and Broadcast Technologies",,,
Khairi Ashour Hamdi, University of Manchester,Khairi Ashour,Hamdi,37297892800,6525473,,INSPEC: Non-Controlled Indexing,edge user throughput,,Computing and Processing,,,
Khairi Ashour Hamdi, Manchester,Khairi Ashour,Hamdi,37297892800,6525473,,INSPEC: Non-Controlled Indexing,macromuting,,Signal Processing and Analysis,,,
Khairi Ashour Hamdi, UK,Khairi Ashour,Hamdi,37297892800,6525473,,INSPEC: Non-Controlled Indexing,almost blank subframe,,"Communication, Networking and Broadcast Technologies",,,
Mehdi Bennis,Entre for Wireless Communications,Mehdi,Bennis,37299803500,6542770,,INSPEC: Non-Controlled Indexing,ABS,,Computing and Processing,,,
Mehdi Bennis, University of Oulu,Mehdi,Bennis,37299803500,6542770,,INSPEC: Non-Controlled Indexing,SINR,,Signal Processing and Analysis,,,
Mehdi Bennis, Finland,Mehdi,Bennis,37299803500,6542770,,INSPEC: Non-Controlled Indexing,optimization,,"Communication, Networking and Broadcast Technologies",,,
Samir M. Perlaza,Princeton University,Samir M.,Perlaza,37393632300,6542770,,INSPEC: Non-Controlled Indexing,exhaustive system simulation,,Computing and Processing,,,
Samir M. Perlaza, NJ,Samir M.,Perlaza,37393632300,6542770,,INSPEC: Non-Controlled Indexing,mean file transfer,,Signal Processing and Analysis,,,
Samir M. Perlaza, USA,Samir M.,Perlaza,37393632300,6542770,,INSPEC: Non-Controlled Indexing,queue length,,"Communication, Networking and Broadcast Technologies",,,
Pol Blasco,Centre Tecnológic de Telecomunications de Catalunya,Pol,Blasco,37547374100,6542770,,Author Keywords ,LTE,,Computing and Processing,,,
Pol Blasco, Barcelona,Pol,Blasco,37547374100,6542770,,Author Keywords ,heterogeneous network (HetNet),,Signal Processing and Analysis,,,
Pol Blasco, Spain,Pol,Blasco,37547374100,6542770,,Author Keywords ,enhanced inter-cell interference co-ordination (eICIC),,"Communication, Networking and Broadcast Technologies",,,
Zhu Han,University of Houston,Zhu,Han,37278605300,6542770,,Author Keywords ,almost blank sub-frame (ABS),,Computing and Processing,,,
Zhu Han, Houston,Zhu,Han,37278605300,6542770,,Author Keywords ,cell selection bias,,Signal Processing and Analysis,,,
Zhu Han, TX,Zhu,Han,37278605300,6542770,,Author Keywords ,load balancing,,"Communication, Networking and Broadcast Technologies",,,
Zhu Han, USA,Zhu,Han,37278605300,6542770,,Author Keywords ,interference co-ordination,,Computing and Processing,,,
H. Vincent Poor,Princeton University,H. Vincent,Poor,38558600000,6542770,,Author Keywords ,optimization,,Signal Processing and Analysis,,,
H. Vincent Poor, NJ,H. Vincent,Poor,38558600000,6542770,,Author Keywords ,dynamic eICIC,,"Communication, Networking and Broadcast Technologies",,,
H. Vincent Poor, USA,H. Vincent,Poor,38558600000,6542770,,IEEE Keywords,Relays,,Computing and Processing,,,
Ahmed M. Arafa,Department of Electrical and Computer Engineering,Ahmed M.,Arafa,38277977000,6547822,,IEEE Keywords,Interference,,Signal Processing and Analysis,,,
Ahmed M. Arafa, University of Maryland,Ahmed M.,Arafa,38277977000,6547822,,IEEE Keywords,Decoding,,"Communication, Networking and Broadcast Technologies",,,
Ahmed M. Arafa, College Park,Ahmed M.,Arafa,38277977000,6547822,,IEEE Keywords,Joints,,Computing and Processing,,,
Ahmed M. Arafa, MD,Ahmed M.,Arafa,38277977000,6547822,,IEEE Keywords,Topology,,Signal Processing and Analysis,,,
Ahmed M. Arafa, USA,Ahmed M.,Arafa,38277977000,6547822,,IEEE Keywords,Power demand,,"Communication, Networking and Broadcast Technologies",,,
Karim G. Seddik,Electronics Engineering Department,Karim G.,Seddik,37296614500,6547822,,IEEE Keywords,Lead,,Computing and Processing,,,
Karim G. Seddik, American University in Cairo,Karim G.,Seddik,37296614500,6547822,,INSPEC: Controlled Indexing,broadcast communication,,Signal Processing and Analysis,,,
Karim G. Seddik, New Cairo,Karim G.,Seddik,37296614500,6547822,,INSPEC: Controlled Indexing,cellular radio,,"Communication, Networking and Broadcast Technologies",,,
Karim G. Seddik, Egypt,Karim G.,Seddik,37296614500,6547822,,INSPEC: Controlled Indexing,channel coding,,Computing and Processing,,,
Ahmed K. Sultan,Department of Electrical Engineering,Ahmed K.,Sultan,37410033100,6547822,,INSPEC: Controlled Indexing,cooperative communication,,Signal Processing and Analysis,,,
Ahmed K. Sultan, Alexandria University,Ahmed K.,Sultan,37410033100,6547822,,INSPEC: Controlled Indexing,decoding,,"Communication, Networking and Broadcast Technologies",,,
Ahmed K. Sultan, Alexandria,Ahmed K.,Sultan,37410033100,6547822,,INSPEC: Controlled Indexing,energy conservation,,Computing and Processing,,,
Ahmed K. Sultan, Egypt,Ahmed K.,Sultan,37410033100,6547822,,INSPEC: Controlled Indexing,MIMO communication,,Signal Processing and Analysis,,,
Tamer ElBatt,EECE Dept.,Tamer,ElBatt,37266668000,6547822,,INSPEC: Controlled Indexing,radio equipment,,"Communication, Networking and Broadcast Technologies",,,
Tamer ElBatt, Cairo University,Tamer,ElBatt,37266668000,6547822,,INSPEC: Controlled Indexing,radio links,,Computing and Processing,,,
Tamer ElBatt, Giza,Tamer,ElBatt,37266668000,6547822,,INSPEC: Controlled Indexing,Reed-Solomon codes,,Signal Processing and Analysis,,,
Tamer ElBatt, Egypt,Tamer,ElBatt,37266668000,6547822,,INSPEC: Controlled Indexing,relay networks (telecommunication),,"Communication, Networking and Broadcast Technologies",,,
Amr A. El-Sherif,Department of Electrical Engineering,Amr A.,El-Sherif,38270249200,6547822,,INSPEC: Controlled Indexing,wireless channels,,Computing and Processing,,,
Amr A. El-Sherif, Alexandria University,Amr A.,El-Sherif,38270249200,6547822,,INSPEC: Non-Controlled Indexing,spectral-energy efficiency tradeoff,,Signal Processing and Analysis,,,
Amr A. El-Sherif, Alexandria,Amr A.,El-Sherif,38270249200,6547822,,INSPEC: Non-Controlled Indexing,relay-aided cellular network,,"Communication, Networking and Broadcast Technologies",,,
Amr A. El-Sherif, Egypt,Amr A.,El-Sherif,38270249200,6547822,,INSPEC: Non-Controlled Indexing,relay cooperation scheme,,Computing and Processing,,,
Mohammed W. Baidas,Electrical Engineering Department,Mohammed W.,Baidas,37547323100,6547818,,INSPEC: Non-Controlled Indexing,multicell multiple-input-multiple-output cellular network,,Signal Processing and Analysis,,,
Mohammed W. Baidas, Kuwait University,Mohammed W.,Baidas,37547323100,6547818,,INSPEC: Non-Controlled Indexing,cooperative transmission,,"Communication, Networking and Broadcast Technologies",,,
Mohammed W. Baidas, Kuwait,Mohammed W.,Baidas,37547323100,6547818,,INSPEC: Non-Controlled Indexing,user equipment,,Computing and Processing,,,
Allen B. MacKenzie,Wireless @ Virginia Tech,Allen B.,MacKenzie,37283436100,6547818,,INSPEC: Non-Controlled Indexing,broadcast phase,,Signal Processing and Analysis,,,
Allen B. MacKenzie, Virginia Tech,Allen B.,MacKenzie,37283436100,6547818,,INSPEC: Non-Controlled Indexing,RS decoding strategy,,"Communication, Networking and Broadcast Technologies",,,
Allen B. MacKenzie, USA,Allen B.,MacKenzie,37283436100,6547818,,INSPEC: Non-Controlled Indexing,relay transmission station,,Computing and Processing,,,
R. Michael Buehrer,Wireless @ Virginia Tech,R. Michael,Buehrer,38557758700,6547818,,INSPEC: Non-Controlled Indexing,channel state information,,Signal Processing and Analysis,,,
R. Michael Buehrer, Virginia Tech,R. Michael,Buehrer,38557758700,6547818,,INSPEC: Non-Controlled Indexing,partial semiorthogonal user selection method,,"Communication, Networking and Broadcast Technologies",,,
R. Michael Buehrer, USA,R. Michael,Buehrer,38557758700,6547818,,INSPEC: Non-Controlled Indexing,PSUS method,,Computing and Processing,,,
M. M. A. Hossain,Department of Communications and Networking (Comnet),M. M. A.,Hossain,37864390500,6552835,,INSPEC: Non-Controlled Indexing,global CSI,,Signal Processing and Analysis,,,
M. M. A. Hossain, School of Electrical Engineering,M. M. A.,Hossain,37864390500,6552835,,Author Keywords ,Relay cooperation,,"Communication, Networking and Broadcast Technologies",,,
M. M. A. Hossain, Aalto University,M. M. A.,Hossain,37864390500,6552835,,Author Keywords ,multicell MIMO network,,Computing and Processing,,,
M. M. A. Hossain, Espoo,M. M. A.,Hossain,37864390500,6552835,,Author Keywords ,spectral efficiency,,Signal Processing and Analysis,,,
M. M. A. Hossain, Finland,M. M. A.,Hossain,37864390500,6552835,,Author Keywords ,energy efficiency,,"Communication, Networking and Broadcast Technologies",,,
Konstantinos Koufos,Department of Communications and Networking (Comnet),Konstantinos,Koufos,37391779000,6552835,,IEEE Keywords,Vehicles,,Computing and Processing,,,
Konstantinos Koufos, School of Electrical Engineering,Konstantinos,Koufos,37391779000,6552835,,IEEE Keywords,Reliability,,Signal Processing and Analysis,,,
Konstantinos Koufos, Aalto University,Konstantinos,Koufos,37391779000,6552835,,IEEE Keywords,Delays,,"Communication, Networking and Broadcast Technologies",,,
Konstantinos Koufos, Espoo,Konstantinos,Koufos,37391779000,6552835,,IEEE Keywords,Relays,,Computing and Processing,,,
Konstantinos Koufos, Finland,Konstantinos,Koufos,37391779000,6552835,,IEEE Keywords,Traffic control,,Signal Processing and Analysis,,,
Riku Jantti,Department of Communications and Networking (Comnet),Riku,Jantti,37267609300,6552835,,IEEE Keywords,Protocols,,"Communication, Networking and Broadcast Technologies",,,
Riku Jantti, School of Electrical Engineering,Riku,Jantti,37267609300,6552835,,IEEE Keywords,Accidents,,Computing and Processing,,,
Riku Jantti, Aalto University,Riku,Jantti,37267609300,6552835,,INSPEC: Controlled Indexing,delays,,Signal Processing and Analysis,,,
Riku Jantti, Espoo,Riku,Jantti,37267609300,6552835,,INSPEC: Controlled Indexing,protocols,,"Communication, Networking and Broadcast Technologies",,,
Riku Jantti, Finland,Riku,Jantti,37267609300,6552835,,INSPEC: Controlled Indexing,telecommunication network reliability,,Computing and Processing,,,
Mohammad G. Khoshkholgh,Simula Research Laboratory,Mohammad G.,Khoshkholgh,37393231300,6525468,,INSPEC: Controlled Indexing,vehicular ad hoc networks,,Signal Processing and Analysis,,,
Mohammad G. Khoshkholgh, Oslo Norway. K. Navaie is with the School of Electronic and Electrical Engineering,Mohammad G.,Khoshkholgh,37393231300,6525468,,INSPEC: Non-Controlled Indexing,DEEP,,"Communication, Networking and Broadcast Technologies",,,
Mohammad G. Khoshkholgh, University of Leeds,Mohammad G.,Khoshkholgh,37393231300,6525468,,INSPEC: Non-Controlled Indexing,density-aware emergency message extension protocol,,Computing and Processing,,,
Mohammad G. Khoshkholgh, Leeds,Mohammad G.,Khoshkholgh,37393231300,6525468,,INSPEC: Non-Controlled Indexing,VANETs,,Signal Processing and Analysis,,,
Mohammad G. Khoshkholgh, UK,Mohammad G.,Khoshkholgh,37393231300,6525468,,INSPEC: Non-Controlled Indexing,vehicular communication technology,,,,,
Keivan Navaie,Simula Research Laboratory,Keivan,Navaie,37266104400,6525468,,INSPEC: Non-Controlled Indexing,vehicular ad hoc networks,,,,,
Keivan Navaie, Oslo Norway. K. Navaie is with the School of Electronic and Electrical Engineering,Keivan,Navaie,37266104400,6525468,,INSPEC: Non-Controlled Indexing,emergency message dissemination,,,,,
Keivan Navaie, University of Leeds,Keivan,Navaie,37266104400,6525468,,INSPEC: Non-Controlled Indexing,broadcast storm problem,,,,,
Keivan Navaie, Leeds,Keivan,Navaie,37266104400,6525468,,INSPEC: Non-Controlled Indexing,low dissemination delay,,,,,
Keivan Navaie, UK,Keivan,Navaie,37266104400,6525468,,INSPEC: Non-Controlled Indexing,realistic multilane freeway scenario,,,,,
Halim Yanikomeroglu,Department of Systems and Computer Engineering,Halim,Yanikomeroglu,37280821200,6525468,,INSPEC: Non-Controlled Indexing,NS-2 simulations,,,,,
Halim Yanikomeroglu, Carleton University,Halim,Yanikomeroglu,37280821200,6525468,,Author Keywords ,VANETs,,,,,
Halim Yanikomeroglu, Ottawa,Halim,Yanikomeroglu,37280821200,6525468,,Author Keywords ,emergency message dissemination,,,,,
Halim Yanikomeroglu, ONT,Halim,Yanikomeroglu,37280821200,6525468,,Author Keywords ,reliability,,,,,
Halim Yanikomeroglu, Canada,Halim,Yanikomeroglu,37280821200,6525468,,Author Keywords ,multi-lane freeway,,,,,
Bin Li,Department of Electrical and Computer Engineering,Bin,Li,37715921400,6552837,,IEEE Keywords,Relays,,,,,
Bin Li, Ohio State University,Bin,Li,37715921400,6552837,,IEEE Keywords,Reliability,,,,,
Bin Li, Columbus,Bin,Li,37715921400,6552837,,IEEE Keywords,Resource management,,,,,
Bin Li, OH,Bin,Li,37715921400,6552837,,IEEE Keywords,Power demand,,,,,
Bin Li, USA,Bin,Li,37715921400,6552837,,IEEE Keywords,Wireless networks,,,,,
Atilla Eryilmaz,Department of Electrical and Computer Engineering,Atilla,Eryilmaz,37300991700,6552837,,IEEE Keywords,Interference,,,,,
Atilla Eryilmaz, Ohio State University,Atilla,Eryilmaz,37300991700,6552837,,INSPEC: Controlled Indexing,combinatorial mathematics,,,,,
Atilla Eryilmaz, Columbus,Atilla,Eryilmaz,37300991700,6552837,,INSPEC: Controlled Indexing,cooperative communication,,,,,
Atilla Eryilmaz, OH,Atilla,Eryilmaz,37300991700,6552837,,INSPEC: Controlled Indexing,iterative methods,,,,,
Atilla Eryilmaz, USA,Atilla,Eryilmaz,37300991700,6552837,,INSPEC: Controlled Indexing,optimisation,,,,,
Chan Dai Truyen Thai,IFSTTAR,Chan Dai Truyen,Thai,37713397000,6552833,,INSPEC: Non-Controlled Indexing,optimal resource allocation,,,,,
Chan Dai Truyen Thai, LEOST,Chan Dai Truyen,Thai,37713397000,6552833,,INSPEC: Non-Controlled Indexing,wireless networks,,,,,
